date,order_id,product,category,region,manager,channel,quantity,price,discount,revenue,cost,profit,customer_id,brand,warehouse,returns,status
2026-04-30,ORD-10031,Кроссовки спорт,Одежда,Астана,Иванов И.,Маркетплейс,1,8265.78,10,7439.2,5005.29,2433.91,CUST-462,Brand_Оде,Склад-Аст,0,completed
2026-05-04,ORD-10032,Шкаф-купе,Мебель,Астана,Петров П.,Офлайн-магазин,2,14583.29,0,29166.58,20259.86,8906.72,CUST-521,Brand_Меб,Склад-Аст,0,completed
2026-06-29,ORD-10033,Куртка зимняя,Одежда,Астана,Иванов И.,B2B,2,1461.17,0,2922.34,2123.47,798.87,CUST-412,Brand_Оде,Склад-Аст,0,completed
2025-11-15,ORD-10034,Футболка базовая,Одежда,Астана,Козлов В.,Маркетплейс,1,6021.66,15,5118.41,2766.29,2352.12,CUST-795,Brand_Оде,Склад-Аст,0,completed
2026-04-22,ORD-10035,Кофе зерновой,Продукты,Алматы,Смирнова А.,Офлайн-магазин,5,1219.42,0,6097.12,3893.8,2203.33,CUST-905,Brand_Про,Склад-Алм,0,completed
2025-12-29,ORD-10036,Шкаф-купе,Мебель,Актобе,Иванов И.,B2B,1,41638.89,0,41638.89,28460.77,13178.12,CUST-925,Brand_Меб,Склад-Акт,0,completed
2026-04-23,ORD-10037,Куртка зимняя,Одежда,Караганда,Иванов И.,Маркетплейс,2,9012.41,0,18024.81,8108.46,9916.35,CUST-619,Brand_Оде,Склад-Кар,2,returned
2025-12-27,ORD-10038,Диван угловой,Мебель,Караганда,Смирнова А.,Офлайн-магазин,2,13503.75,0,27007.5,14898.9,12108.59,CUST-278,Brand_Меб,Склад-Кар,0,completed
2026-06-02,ORD-10039,Эспандер,Спорттовары,Караганда,Лебедева Е.,Онлайн,5,3047.84,0,15239.21,10885.42,4353.79,CUST-429,Brand_Спо,Склад-Кар,0,completed
2026-03-17,ORD-10040,Кровать двуспальная,Мебель,Астана,Лебедева Е.,B2B,3,15162.71,0,45488.14,27574.04,17914.1,CUST-443,Brand_Меб,Склад-Аст,0,completed
2025-09-07,ORD-10041,Куртка зимняя,Одежда,Астана,Петров П.,Офлайн-магазин,1,1423.99,0,1423.99,840.23,583.76,CUST-174,Brand_Оде,Склад-Аст,0,completed
2026-03-12,ORD-10042,Шкаф-купе,Мебель,Астана,Козлов В.,B2B,1,28853.41,0,28853.41,19477.47,9375.95,CUST-981,Brand_Меб,Склад-Аст,0,completed
2025-09-14,ORD-10043,Стол письменный,Мебель,Астана,Лебедева Е.,B2B,3,6101.58,0,18304.73,13533.32,4771.41,CUST-920,Brand_Меб,Склад-Аст,0,completed
2026-03-16,ORD-10044,Скакалка,Спорттовары,Актобе,Смирнова А.,B2B,7,3949.71,20,22118.35,16785.24,5333.1,CUST-586,Brand_Спо,Склад-Акт,0,completed
2026-03-09,ORD-10045,Чай зеленый,Продукты,Шымкент,Лебедева Е.,B2B,4,1376.25,0,5504.99,2372.61,3132.38,CUST-378,Brand_Про,Склад-Шым,0,completed
2026-01-09,ORD-10046,Оливковое масло,Продукты,Алматы,Петров П.,Офлайн-магазин,7,642.0,0,4493.99,3067.45,1426.54,CUST-517,Brand_Про,Склад-Алм,0,completed
2026-01-07,ORD-10047,Мяч фитнес,Спорттовары,Караганда,Иванов И.,Офлайн-магазин,7,4357.61,5,28978.12,21521.84,7456.28,CUST-489,Brand_Спо,Склад-Кар,0,completed
2026-03-23,ORD-10048,Планшет Z,Электроника,Шымкент,Козлов В.,B2B,3,78140.86,10,210980.33,125594.86,85385.47,CUST-597,Brand_Эле,Склад-Шым,0,completed
2025-08-05,ORD-10049,Диван угловой,Мебель,Караганда,Петров П.,B2B,3,9360.48,0,28081.44,21419.73,6661.72,CUST-778,Brand_Меб,Склад-Кар,0,completed
2025-08-04,ORD-10050,Наушники Air,Электроника,Астана,Козлов В.,Офлайн-магазин,2,11965.61,0,23931.23,11598.61,12332.62,CUST-879,Brand_Эле,Склад-Аст,0,completed
2026-02-01,ORD-10051,Сыр пармезан,Продукты,Шымкент,Иванов И.,B2B,9,229.8,0,2068.17,1614.76,453.41,CUST-170,Brand_Про,Склад-Шым,0,completed
2026-06-20,ORD-10052,Смартфон X,Электроника,Астана,Петров П.,Онлайн,1,80587.75,0,80587.75,47500.39,33087.36,CUST-323,Brand_Эле,Склад-Аст,0,completed
2026-03-17,ORD-10053,Шоколад горький,Продукты,Астана,Лебедева Е.,Онлайн,3,1901.61,5,5419.6,3422.33,1997.26,CUST-689,Brand_Про,Склад-Аст,3,returned
2026-07-03,ORD-10054,Кровать двуспальная,Мебель,Астана,Иванов И.,Офлайн-магазин,3,10675.8,5,30426.03,21860.83,8565.21,CUST-142,Brand_Меб,Склад-Аст,0,completed
2026-01-15,ORD-10055,Мяч фитнес,Спорттовары,Шымкент,Иванов И.,Маркетплейс,7,659.16,5,4383.39,2513.48,1869.91,CUST-948,Brand_Спо,Склад-Шым,0,completed
2026-03-14,ORD-10056,Кроссовки спорт,Одежда,Астана,Лебедева Е.,Маркетплейс,3,10160.22,20,24384.54,14002.33,10382.21,CUST-374,Brand_Оде,Склад-Аст,0,completed
2026-01-03,ORD-10057,Футболка базовая,Одежда,Шымкент,Козлов В.,Офлайн-магазин,2,12883.9,0,25767.8,17194.22,8573.58,CUST-606,Brand_Оде,Склад-Шым,0,completed
2026-01-04,ORD-10058,Кроссовки спорт,Одежда,Астана,Смирнова А.,Маркетплейс,2,6793.84,15,11549.53,7187.46,4362.07,CUST-295,Brand_Оде,Склад-Аст,0,completed
2025-09-03,ORD-10059,Кроссовки спорт,Одежда,Караганда,Лебедева Е.,Офлайн-магазин,2,13515.29,0,27030.57,16119.1,10911.47,CUST-195,Brand_Оде,Склад-Кар,0,completed
2025-12-19,ORD-10060,Кроссовки спорт,Одежда,Астана,Смирнова А.,Маркетплейс,3,8333.58,0,25000.74,14255.46,10745.28,CUST-438,Brand_Оде,Склад-Аст,0,completed
2026-01-18,ORD-10061,Диван угловой,Мебель,Шымкент,Смирнова А.,Офлайн-магазин,3,10704.5,0,32113.51,14381.13,17732.37,CUST-880,Brand_Меб,Склад-Шым,0,completed
2026-07-10,ORD-10062,Джинсы классика,Одежда,Астана,Козлов В.,Маркетплейс,3,11447.04,15,29189.94,23124.4,6065.55,CUST-403,Brand_Оде,Склад-Аст,0,completed
2025-11-15,ORD-10063,Чай зеленый,Продукты,Шымкент,Иванов И.,Офлайн-магазин,1,669.97,15,569.47,386.65,182.82,CUST-989,Brand_Про,Склад-Шым,0,completed
2026-03-30,ORD-10064,Смартфон X,Электроника,Актобе,Смирнова А.,B2B,2,73250.54,0,146501.07,115179.01,31322.07,CUST-982,Brand_Эле,Склад-Акт,0,completed
2026-03-23,ORD-10065,Смартфон X,Электроника,Караганда,Козлов В.,Онлайн,3,91566.5,0,274699.5,126551.53,148147.97,CUST-411,Brand_Эле,Склад-Кар,0,completed
2025-09-03,ORD-10066,Футболка базовая,Одежда,Актобе,Козлов В.,Офлайн-магазин,3,13609.29,0,40827.87,31168.06,9659.8,CUST-702,Brand_Оде,Склад-Акт,0,completed
2026-02-26,ORD-10067,Оливковое масло,Продукты,Актобе,Иванов И.,Онлайн,4,1938.82,0,7755.29,3923.08,3832.21,CUST-345,Brand_Про,Склад-Акт,0,completed
2025-10-18,ORD-10068,Коврик для йоги,Спорттовары,Астана,Иванов И.,B2B,10,4341.53,0,43415.25,17932.93,25482.33,CUST-389,Brand_Спо,Склад-Аст,0,completed
2026-07-16,ORD-10069,Стул офисный,Мебель,Астана,Смирнова А.,Офлайн-магазин,1,28870.1,0,28870.1,19026.95,9843.15,CUST-946,Brand_Меб,Склад-Аст,1,returned
2025-10-02,ORD-10070,Смартфон X,Электроника,Астана,Смирнова А.,Маркетплейс,1,64820.89,0,64820.89,33812.94,31007.95,CUST-378,Brand_Эле,Склад-Аст,0,completed
2026-04-04,ORD-10071,Мяч фитнес,Спорттовары,Караганда,Иванов И.,Онлайн,6,4660.21,0,27961.28,11473.8,16487.48,CUST-790,Brand_Спо,Склад-Кар,0,completed
2026-05-12,ORD-10072,Коврик для йоги,Спорттовары,Шымкент,Лебедева Е.,Онлайн,8,1928.07,0,15424.54,8898.29,6526.25,CUST-699,Brand_Спо,Склад-Шым,0,completed
2026-03-02,ORD-10073,Стул офисный,Мебель,Караганда,Смирнова А.,B2B,2,28730.04,0,57460.09,42698.2,14761.89,CUST-810,Brand_Меб,Склад-Кар,0,completed
2026-04-01,ORD-10074,Сыр пармезан,Продукты,Актобе,Иванов И.,B2B,6,280.45,0,1682.7,751.1,931.59,CUST-985,Brand_Про,Склад-Акт,0,completed
2026-04-11,ORD-10075,Смарт-часы,Электроника,Караганда,Козлов В.,Онлайн,3,32017.68,0,96053.04,67484.68,28568.36,CUST-878,Brand_Эле,Склад-Кар,0,completed
2025-08-17,ORD-10076,Куртка зимняя,Одежда,Актобе,Петров П.,Маркетплейс,3,8249.19,0,24747.56,10184.8,14562.76,CUST-918,Brand_Оде,Склад-Акт,0,completed
2025-11-21,ORD-10077,Куртка зимняя,Одежда,Актобе,Иванов И.,B2B,1,2451.44,5,2328.87,1361.41,967.46,CUST-952,Brand_Оде,Склад-Акт,0,completed
2025-10-08,ORD-10078,Диван угловой,Мебель,Актобе,Смирнова А.,B2B,2,34938.68,0,69877.37,43359.33,26518.04,CUST-713,Brand_Меб,Склад-Акт,0,completed
2026-04-08,ORD-10079,Футболка базовая,Одежда,Шымкент,Козлов В.,Маркетплейс,3,11141.29,0,33423.86,13403.84,20020.02,CUST-957,Brand_Оде,Склад-Шым,0,completed
2026-05-18,ORD-10080,Мяч фитнес,Спорттовары,Астана,Козлов В.,B2B,6,3253.92,0,19523.49,12053.26,7470.23,CUST-429,Brand_Спо,Склад-Аст,0,completed
2025-10-26,ORD-10081,Свитер шерстяной,Одежда,Караганда,Петров П.,B2B,2,1776.24,20,2841.99,1575.69,1266.3,CUST-940,Brand_Оде,Склад-Кар,0,completed
2026-06-20,ORD-10082,Кроссовки спорт,Одежда,Алматы,Петров П.,Маркетплейс,2,3034.76,0,6069.51,4638.18,1431.33,CUST-247,Brand_Оде,Склад-Алм,0,completed
2026-02-16,ORD-10083,Футболка базовая,Одежда,Караганда,Смирнова А.,Маркетплейс,3,10629.97,0,31889.9,13780.46,18109.44,CUST-790,Brand_Оде,Склад-Кар,0,completed
2026-04-21,ORD-10084,Диван угловой,Мебель,Караганда,Лебедева Е.,Онлайн,1,39950.88,0,39950.88,26917.3,13033.58,CUST-332,Brand_Меб,Склад-Кар,0,completed
2025-09-06,ORD-10085,Стул офисный,Мебель,Алматы,Козлов В.,Офлайн-магазин,2,46049.38,5,87493.82,46349.84,41143.98,CUST-467,Brand_Меб,Склад-Алм,0,completed
2026-01-29,ORD-10086,Стол письменный,Мебель,Астана,Лебедева Е.,B2B,3,43757.66,10,118145.69,55531.75,62613.94,CUST-491,Brand_Меб,Склад-Аст,0,completed
2026-06-04,ORD-10087,Кроссовки спорт,Одежда,Актобе,Петров П.,Офлайн-магазин,3,8836.25,0,26508.74,13310.85,13197.89,CUST-923,Brand_Оде,Склад-Акт,0,completed
2026-03-17,ORD-10088,Оливковое масло,Продукты,Астана,Иванов И.,B2B,10,858.95,0,8589.51,6741.15,1848.36,CUST-567,Brand_Про,Склад-Аст,0,completed
2025-12-23,ORD-10089,Кроссовки спорт,Одежда,Караганда,Иванов И.,Офлайн-магазин,3,7620.02,0,22860.05,11849.48,11010.57,CUST-122,Brand_Оде,Склад-Кар,0,completed
2026-06-24,ORD-10090,Диван угловой,Мебель,Алматы,Лебедева Е.,Онлайн,3,43155.92,0,129467.76,98610.69,30857.07,CUST-918,Brand_Меб,Склад-Алм,0,completed
2025-11-16,ORD-10091,Эспандер,Спорттовары,Астана,Петров П.,Маркетплейс,2,1776.92,5,3376.15,1767.66,1608.49,CUST-693,Brand_Спо,Склад-Аст,0,completed
2026-01-24,ORD-10092,Футболка базовая,Одежда,Шымкент,Смирнова А.,B2B,1,3604.81,0,3604.81,2219.71,1385.1,CUST-643,Brand_Оде,Склад-Шым,0,cancelled
2026-04-04,ORD-10093,Чай зеленый,Продукты,Шымкент,Козлов В.,Маркетплейс,6,1671.38,20,8022.62,6299.02,1723.6,CUST-331,Brand_Про,Склад-Шым,0,completed
2026-07-03,ORD-10094,Шкаф-купе,Мебель,Шымкент,Иванов И.,B2B,2,3758.61,0,7517.21,4374.38,3142.84,CUST-788,Brand_Меб,Склад-Шым,0,completed
2025-12-03,ORD-10095,Мяч фитнес,Спорттовары,Шымкент,Иванов И.,Офлайн-магазин,1,3723.61,0,3723.61,2894.25,829.37,CUST-724,Brand_Спо,Склад-Шым,0,completed
2025-11-12,ORD-10096,Наушники Air,Электроника,Шымкент,Козлов В.,Онлайн,1,24010.55,15,20408.97,16293.93,4115.04,CUST-340,Brand_Эле,Склад-Шым,0,completed
2026-04-23,ORD-10097,Кроссовки спорт,Одежда,Караганда,Смирнова А.,B2B,3,10899.29,20,26158.3,17315.98,8842.32,CUST-730,Brand_Оде,Склад-Кар,0,completed
2026-02-15,ORD-10098,Кофе зерновой,Продукты,Шымкент,Петров П.,B2B,4,1110.57,5,4220.16,3343.93,876.23,CUST-760,Brand_Про,Склад-Шым,0,completed
2026-01-21,ORD-10099,Наушники Air,Электроника,Шымкент,Петров П.,Онлайн,1,63084.57,0,63084.57,41426.49,21658.08,CUST-121,Brand_Эле,Склад-Шым,0,completed
2025-08-16,ORD-10100,Чай зеленый,Продукты,Астана,Лебедева Е.,Офлайн-магазин,9,291.88,0,2626.9,1277.67,1349.23,CUST-436,Brand_Про,Склад-Аст,0,completed
2025-10-05,ORD-10101,Коврик для йоги,Спорттовары,Шымкент,Петров П.,Офлайн-магазин,5,4717.83,5,22409.7,14889.52,7520.18,CUST-115,Brand_Спо,Склад-Шым,0,completed
2026-01-21,ORD-10102,Свитер шерстяной,Одежда,Шымкент,Иванов И.,Офлайн-магазин,1,5163.75,0,5163.75,2934.99,2228.76,CUST-165,Brand_Оде,Склад-Шым,0,completed
2026-03-22,ORD-10103,Диван угловой,Мебель,Актобе,Лебедева Е.,Онлайн,3,30004.81,0,90014.43,58153.17,31861.26,CUST-987,Brand_Меб,Склад-Акт,0,completed
2026-06-24,ORD-10104,Эспандер,Спорттовары,Караганда,Иванов И.,Онлайн,7,4351.66,0,30461.64,13500.14,16961.51,CUST-554,Brand_Спо,Склад-Кар,0,completed
2025-08-28,ORD-10105,Планшет Z,Электроника,Актобе,Петров П.,Онлайн,2,22410.33,0,44820.65,28422.83,16397.82,CUST-490,Brand_Эле,Склад-Акт,0,completed
2026-05-23,ORD-10106,Эспандер,Спорттовары,Караганда,Лебедева Е.,B2B,2,1559.47,10,2807.04,1605.71,1201.34,CUST-523,Brand_Спо,Склад-Кар,0,completed
2026-01-11,ORD-10107,Кровать двуспальная,Мебель,Караганда,Иванов И.,Маркетплейс,2,31508.63,0,63017.27,34641.88,28375.39,CUST-585,Brand_Меб,Склад-Кар,0,completed
2025-08-25,ORD-10108,Смартфон X,Электроника,Алматы,Козлов В.,Онлайн,1,55229.73,0,55229.73,35048.01,20181.71,CUST-437,Brand_Эле,Склад-Алм,0,completed
2026-06-30,ORD-10109,Наушники Air,Электроника,Шымкент,Козлов В.,Онлайн,3,42382.12,0,127146.35,56127.51,71018.84,CUST-258,Brand_Эле,Склад-Шым,0,completed
2026-06-23,ORD-10110,Стол письменный,Мебель,Алматы,Смирнова А.,Маркетплейс,2,8508.73,0,17017.45,12301.72,4715.73,CUST-885,Brand_Меб,Склад-Алм,0,completed
2026-06-05,ORD-10111,Скакалка,Спорттовары,Алматы,Лебедева Е.,Маркетплейс,3,735.05,0,2205.14,1554.54,650.6,CUST-459,Brand_Спо,Склад-Алм,3,returned
2025-07-25,ORD-10112,Джинсы классика,Одежда,Актобе,Козлов В.,Онлайн,3,3344.02,0,10032.06,4135.85,5896.22,CUST-320,Brand_Оде,Склад-Акт,0,completed
2026-01-30,ORD-10113,Кровать двуспальная,Мебель,Шымкент,Петров П.,Маркетплейс,3,29192.65,0,87577.96,68009.8,19568.16,CUST-153,Brand_Меб,Склад-Шым,0,completed
2025-10-09,ORD-10114,Свитер шерстяной,Одежда,Алматы,Иванов И.,Маркетплейс,3,8100.13,0,24300.39,15621.03,8679.36,CUST-320,Brand_Оде,Склад-Алм,0,completed
2026-04-10,ORD-10115,Планшет Z,Электроника,Караганда,Иванов И.,Маркетплейс,3,96726.38,0,290179.14,177233.77,112945.37,CUST-325,Brand_Эле,Склад-Кар,0,completed
2026-02-09,ORD-10116,Коврик для йоги,Спорттовары,Алматы,Петров П.,Маркетплейс,3,2222.26,15,5666.76,3010.46,2656.3,CUST-864,Brand_Спо,Склад-Алм,0,completed
2026-02-27,ORD-10117,Джинсы классика,Одежда,Караганда,Лебедева Е.,Офлайн-магазин,3,8121.28,15,20709.27,8880.76,11828.51,CUST-143,Brand_Оде,Склад-Кар,0,completed
2026-03-02,ORD-10118,Наушники Air,Электроника,Алматы,Смирнова А.,B2B,2,89316.41,20,142906.26,73711.92,69194.34,CUST-432,Brand_Эле,Склад-Алм,0,completed
2025-10-17,ORD-10119,Мяч фитнес,Спорттовары,Шымкент,Иванов И.,B2B,4,1469.79,0,5879.16,3293.39,2585.77,CUST-991,Brand_Спо,Склад-Шым,0,completed
2025-12-27,ORD-10120,Чай зеленый,Продукты,Шымкент,Петров П.,Онлайн,2,1343.48,0,2686.97,1283.19,1403.78,CUST-459,Brand_Про,Склад-Шым,0,completed
2026-06-17,ORD-10121,Джинсы классика,Одежда,Алматы,Петров П.,Маркетплейс,1,3847.15,0,3847.15,2708.72,1138.42,CUST-281,Brand_Оде,Склад-Алм,0,completed
2026-06-08,ORD-10122,Кровать двуспальная,Мебель,Актобе,Лебедева Е.,B2B,3,54320.63,0,162961.89,129491.6,33470.29,CUST-742,Brand_Меб,Склад-Акт,0,completed
2025-12-30,ORD-10123,Кроссовки спорт,Одежда,Алматы,Козлов В.,B2B,2,9753.74,5,18532.11,10021.73,8510.37,CUST-572,Brand_Оде,Склад-Алм,0,completed
2026-03-10,ORD-10124,Смартфон X,Электроника,Шымкент,Смирнова А.,Онлайн,1,94749.19,0,94749.19,57117.38,37631.81,CUST-667,Brand_Эле,Склад-Шым,0,completed
2025-08-12,ORD-10125,Шкаф-купе,Мебель,Астана,Смирнова А.,B2B,1,43711.32,20,34969.05,15435.37,19533.69,CUST-451,Brand_Меб,Склад-Аст,0,completed
2026-07-22,ORD-10126,Смарт-часы,Электроника,Астана,Иванов И.,Офлайн-магазин,2,88066.61,10,158519.89,86481.98,72037.91,CUST-496,Brand_Эле,Склад-Аст,2,returned
2026-02-16,ORD-10127,Оливковое масло,Продукты,Алматы,Смирнова А.,Онлайн,2,825.45,0,1650.9,915.63,735.27,CUST-972,Brand_Про,Склад-Алм,0,completed
2026-06-23,ORD-10128,Гантели 5кг,Спорттовары,Шымкент,Иванов И.,Офлайн-магазин,5,3398.53,20,13594.13,6138.85,7455.28,CUST-186,Brand_Спо,Склад-Шым,0,completed
2025-12-27,ORD-10129,Мяч фитнес,Спорттовары,Шымкент,Петров П.,Онлайн,9,3768.22,0,33913.99,18484.45,15429.54,CUST-319,Brand_Спо,Склад-Шым,0,completed
2026-01-12,ORD-10130,Стол письменный,Мебель,Астана,Петров П.,Офлайн-магазин,2,6807.63,5,12934.5,7800.48,5134.01,CUST-856,Brand_Меб,Склад-Аст,0,completed
2026-04-17,ORD-10131,Планшет Z,Электроника,Актобе,Петров П.,B2B,1,25390.9,0,25390.9,17193.15,8197.75,CUST-269,Brand_Эле,Склад-Акт,0,completed
2026-03-03,ORD-10132,Наушники Air,Электроника,Шымкент,Петров П.,B2B,2,75998.13,20,121597.0,60020.42,61576.58,CUST-928,Brand_Эле,Склад-Шым,0,completed
2026-03-19,ORD-10133,Куртка зимняя,Одежда,Актобе,Козлов В.,B2B,2,14250.37,20,22800.59,17932.83,4867.76,CUST-920,Brand_Оде,Склад-Акт,0,completed
2026-05-27,ORD-10134,Куртка зимняя,Одежда,Алматы,Козлов В.,Маркетплейс,1,9157.76,5,8699.87,4471.95,4227.92,CUST-379,Brand_Оде,Склад-Алм,0,completed
2026-03-09,ORD-10135,Гантели 5кг,Спорттовары,Караганда,Иванов И.,Офлайн-магазин,6,4845.2,20,23256.95,9798.22,13458.73,CUST-341,Brand_Спо,Склад-Кар,0,completed
2026-02-04,ORD-10136,Планшет Z,Электроника,Астана,Иванов И.,Маркетплейс,3,16578.16,0,49734.49,35637.36,14097.13,CUST-393,Brand_Эле,Склад-Аст,0,completed
2026-03-20,ORD-10137,Кроссовки спорт,Одежда,Караганда,Лебедева Е.,Онлайн,1,2223.99,0,2223.99,1632.38,591.61,CUST-844,Brand_Оде,Склад-Кар,0,completed
2026-05-29,ORD-10138,Мяч фитнес,Спорттовары,Алматы,Смирнова А.,Офлайн-магазин,2,3208.37,0,6416.74,3644.26,2772.48,CUST-568,Brand_Спо,Склад-Алм,0,completed
2025-08-23,ORD-10139,Наушники Air,Электроника,Актобе,Лебедева Е.,Онлайн,3,77020.2,0,231060.59,158835.14,72225.44,CUST-101,Brand_Эле,Склад-Акт,0,completed
2026-06-01,ORD-10140,Чай зеленый,Продукты,Актобе,Козлов В.,Офлайн-магазин,2,1595.48,0,3190.97,1736.66,1454.31,CUST-657,Brand_Про,Склад-Акт,0,cancelled
2026-04-07,ORD-10141,Скакалка,Спорттовары,Алматы,Козлов В.,B2B,7,967.89,15,5758.95,4025.09,1733.87,CUST-169,Brand_Спо,Склад-Алм,0,completed
