date,order_id,product,category,region,manager,channel,quantity,price,discount,revenue,cost,profit,customer_id,brand,warehouse,returns,status
2026-03-25,LUX-10021,Клатч вечерний,Аксессуары,Астана,Омаров Т.,VIP-клиенты,1,520934.62,0,520934.62,136663.41,384271.21,VIP-784,Brand_Акс,Склад-Аст,0,completed
2026-01-23,LUX-10022,Пиджак кроя Slim,Брендовые вещи,Актау,Омаров Т.,VIP-клиенты,1,1015979.96,5,965180.96,280539.33,684641.63,VIP-190,Brand_Бре,Склад-Акт,0,completed
2026-06-18,LUX-10023,Серьги с изумрудом,Ювелирные изделия,Атырау,Ким А.,VIP-клиенты,1,3225261.07,0,3225261.07,646721.82,2578539.25,VIP-410,Brand_Юве,Склад-Аты,0,completed
2025-09-06,LUX-10024,Туфли на шпильке,Брендовые вещи,Атырау,Омаров Т.,Бутик,1,1859938.11,0,1859938.11,477834.23,1382103.88,VIP-786,Brand_Бре,Склад-Аты,0,completed
2025-10-07,LUX-10025,Кожаный ремень,Аксессуары,Астана,Сатпаева А.,VIP-клиенты,1,1205288.18,0,1205288.18,412931.86,792356.31,VIP-723,Brand_Акс,Склад-Аст,0,completed
2026-03-22,LUX-10026,Dior Sauvage,Парфюмерия,Шымкент,Омаров Т.,Бутик,1,177285.24,0,177285.24,51153.73,126131.51,VIP-113,Brand_Пар,Склад-Шым,0,completed
2026-05-29,LUX-10027,Часы Rolex,Аксессуары,Актау,Ким А.,VIP-клиенты,1,1041173.12,0,1041173.12,287825.72,753347.4,VIP-578,Brand_Акс,Склад-Акт,0,completed
2025-11-11,LUX-10028,Клатч вечерний,Аксессуары,Астана,Ким А.,Бутик,1,1357966.03,0,1357966.03,494356.59,863609.44,VIP-139,Brand_Акс,Склад-Аст,0,completed
2026-04-28,LUX-10029,Jo Malone Wood Sage,Парфюмерия,Актау,Ахметова Д.,Бутик,1,242581.72,0,242581.72,50995.83,191585.89,VIP-497,Brand_Пар,Склад-Акт,0,completed
2025-09-14,LUX-10030,Туфли на шпильке,Брендовые вещи,Атырау,Омаров Т.,Бутик,1,556579.58,0,556579.58,199553.62,357025.96,VIP-835,Brand_Бре,Склад-Аты,0,completed
2025-08-22,LUX-10031,Baccarat Rouge 540,Парфюмерия,Алматы,Ким А.,Онлайн-магазин,1,60806.99,0,60806.99,22945.44,37861.55,VIP-747,Brand_Пар,Склад-Алм,0,completed
2026-02-09,LUX-10032,Платье Haute Couture,Брендовые вещи,Шымкент,Ахметова Д.,VIP-клиенты,1,1334222.37,15,1134089.01,314042.7,820046.32,VIP-318,Brand_Бре,Склад-Шым,0,completed
2025-12-12,LUX-10033,Jo Malone Wood Sage,Парфюмерия,Атырау,Ахметова Д.,VIP-клиенты,1,84842.8,0,84842.8,18804.88,66037.92,VIP-918,Brand_Пар,Склад-Аты,0,completed
2025-10-15,LUX-10034,Baccarat Rouge 540,Парфюмерия,Атырау,Сатпаева А.,Онлайн-магазин,1,100007.1,0,100007.1,38015.01,61992.08,VIP-415,Brand_Пар,Склад-Аты,0,completed
2025-07-20,LUX-10035,Baccarat Rouge 540,Парфюмерия,Актау,Ахметова Д.,Бутик,1,251897.92,15,214113.23,57987.85,156125.38,VIP-191,Brand_Пар,Склад-Акт,0,completed
2025-10-27,LUX-10036,Chanel No 5,Парфюмерия,Астана,Ким А.,Бутик,1,236545.78,0,236545.78,77643.08,158902.7,VIP-551,Brand_Пар,Склад-Аст,0,completed
2026-03-19,LUX-10037,Платье Haute Couture,Брендовые вещи,Шымкент,Ахметова Д.,Бутик,1,1231826.97,0,1231826.97,304488.27,927338.7,VIP-338,Brand_Бре,Склад-Шым,0,completed
2025-08-19,LUX-10038,Клатч вечерний,Аксессуары,Шымкент,Ким А.,VIP-клиенты,1,819003.61,0,819003.61,223727.2,595276.4,VIP-80,Brand_Акс,Склад-Шым,0,completed
2025-08-13,LUX-10039,Платиновый браслет,Ювелирные изделия,Атырау,Омаров Т.,Бутик,1,2227227.03,0,2227227.03,848522.74,1378704.29,VIP-537,Brand_Юве,Склад-Аты,0,completed
2025-12-08,LUX-10040,Jo Malone Wood Sage,Парфюмерия,Алматы,Ахметова Д.,Бутик,1,201082.72,0,201082.72,56894.25,144188.47,VIP-299,Brand_Пар,Склад-Алм,0,completed
2026-01-22,LUX-10041,Baccarat Rouge 540,Парфюмерия,Атырау,Ахметова Д.,Бутик,1,66747.39,0,66747.39,24366.37,42381.03,VIP-348,Brand_Пар,Склад-Аты,0,completed
2025-10-10,LUX-10042,Серьги с изумрудом,Ювелирные изделия,Алматы,Омаров Т.,Бутик,1,1392230.7,0,1392230.7,345608.94,1046621.75,VIP-16,Brand_Юве,Склад-Алм,0,completed
2025-12-09,LUX-10043,Часы Rolex,Аксессуары,Атырау,Омаров Т.,VIP-клиенты,1,920661.87,0,920661.87,315886.87,604775.0,VIP-435,Brand_Акс,Склад-Аты,0,completed
2025-08-19,LUX-10044,Серьги с изумрудом,Ювелирные изделия,Шымкент,Сатпаева А.,VIP-клиенты,1,862883.26,0,862883.26,211464.37,651418.89,VIP-97,Brand_Юве,Склад-Шым,0,completed
2026-04-07,LUX-10045,Шелковый платок,Брендовые вещи,Актау,Омаров Т.,Бутик,1,940468.12,10,846421.31,182109.06,664312.25,VIP-300,Brand_Бре,Склад-Акт,0,completed
2026-01-02,LUX-10046,Сумка Birkin,Брендовые вещи,Астана,Омаров Т.,Бутик,1,1661300.73,0,1661300.73,534018.12,1127282.61,VIP-425,Brand_Бре,Склад-Аст,0,completed
2025-07-31,LUX-10047,Туфли на шпильке,Брендовые вещи,Актау,Ким А.,VIP-клиенты,1,597469.67,0,597469.67,206690.17,390779.5,VIP-190,Brand_Бре,Склад-Акт,0,completed
2026-01-25,LUX-10048,Jo Malone Wood Sage,Парфюмерия,Алматы,Ким А.,Бутик,1,174215.74,0,174215.74,58005.54,116210.2,VIP-171,Brand_Пар,Склад-Алм,0,completed
2026-06-26,LUX-10049,Jo Malone Wood Sage,Парфюмерия,Актау,Сатпаева А.,VIP-клиенты,1,94710.16,0,94710.16,36764.55,57945.61,VIP-67,Brand_Пар,Склад-Акт,0,completed
2026-04-07,LUX-10050,Золотая цепь,Ювелирные изделия,Шымкент,Ахметова Д.,Бутик,1,4087582.37,0,4087582.37,991653.95,3095928.41,VIP-264,Brand_Юве,Склад-Шым,0,completed
2026-03-25,LUX-10051,Часы Rolex,Аксессуары,Шымкент,Ким А.,Бутик,1,684342.62,0,684342.62,197739.11,486603.51,VIP-290,Brand_Акс,Склад-Шым,0,completed
2026-05-18,LUX-10052,Кольцо с бриллиантом,Ювелирные изделия,Алматы,Ким А.,VIP-клиенты,2,819399.73,15,1392979.53,475964.09,917015.45,VIP-942,Brand_Юве,Склад-Алм,0,completed
2025-12-07,LUX-10053,Кольцо с бриллиантом,Ювелирные изделия,Астана,Ким А.,Бутик,1,2424591.15,0,2424591.15,721967.14,1702624.01,VIP-745,Brand_Юве,Склад-Аст,0,completed
2026-01-06,LUX-10054,Запонки золотые,Аксессуары,Актау,Ахметова Д.,Бутик,1,401329.79,0,401329.79,156174.94,245154.85,VIP-47,Brand_Акс,Склад-Акт,0,completed
2026-04-21,LUX-10055,Платье Haute Couture,Брендовые вещи,Алматы,Ахметова Д.,Бутик,1,879115.65,0,879115.65,195531.68,683583.97,VIP-297,Brand_Бре,Склад-Алм,0,completed
2026-01-12,LUX-10056,Tom Ford Oud Wood,Парфюмерия,Атырау,Ахметова Д.,Бутик,1,99313.25,0,99313.25,20219.4,79093.85,VIP-337,Brand_Пар,Склад-Аты,0,completed
2025-11-10,LUX-10057,Платиновый браслет,Ювелирные изделия,Актау,Сатпаева А.,Бутик,1,3289849.46,0,3289849.46,681692.06,2608157.4,VIP-728,Brand_Юве,Склад-Акт,0,completed
2026-01-18,LUX-10058,Туфли на шпильке,Брендовые вещи,Актау,Ким А.,Бутик,1,1817386.94,0,1817386.94,465283.02,1352103.92,VIP-560,Brand_Бре,Склад-Акт,0,completed
2026-02-02,LUX-10059,Jo Malone Wood Sage,Парфюмерия,Алматы,Ким А.,VIP-клиенты,1,244791.68,0,244791.68,84196.88,160594.8,VIP-518,Brand_Пар,Склад-Алм,0,completed
2025-08-24,LUX-10060,Сумка Birkin,Брендовые вещи,Шымкент,Омаров Т.,VIP-клиенты,1,1834473.63,5,1742749.95,427213.03,1315536.92,VIP-963,Brand_Бре,Склад-Шым,0,completed
2026-06-01,LUX-10061,Очки Ray-Ban,Аксессуары,Астана,Омаров Т.,Бутик,1,1033696.59,0,1033696.59,350639.84,683056.75,VIP-714,Brand_Акс,Склад-Аст,0,completed
2025-10-13,LUX-10062,Клатч вечерний,Аксессуары,Алматы,Ахметова Д.,VIP-клиенты,2,832544.84,0,1665089.68,602372.94,1062716.74,VIP-291,Brand_Акс,Склад-Алм,0,completed
2026-02-21,LUX-10063,Кожаный ремень,Аксессуары,Шымкент,Сатпаева А.,VIP-клиенты,1,760990.4,15,646841.84,228146.94,418694.9,VIP-638,Brand_Акс,Склад-Шым,0,completed
2026-04-28,LUX-10064,Клатч вечерний,Аксессуары,Шымкент,Омаров Т.,VIP-клиенты,1,339318.67,0,339318.67,83655.95,255662.72,VIP-760,Brand_Акс,Склад-Шым,0,completed
2025-11-07,LUX-10065,Кожаный ремень,Аксессуары,Шымкент,Омаров Т.,Бутик,3,1282866.02,0,3848598.05,1403296.27,2445301.78,VIP-555,Brand_Акс,Склад-Шым,0,completed
2026-05-01,LUX-10066,Очки Ray-Ban,Аксессуары,Атырау,Омаров Т.,Бутик,1,1297324.58,0,1297324.58,342206.73,955117.85,VIP-781,Brand_Акс,Склад-Аты,0,completed
2026-05-26,LUX-10067,Часы Rolex,Аксессуары,Алматы,Ким А.,Бутик,1,309883.99,0,309883.99,110479.03,199404.96,VIP-770,Brand_Акс,Склад-Алм,0,completed
2025-11-05,LUX-10068,Золотая цепь,Ювелирные изделия,Шымкент,Сатпаева А.,Бутик,2,2213379.14,0,4426758.28,1699391.77,2727366.52,VIP-596,Brand_Юве,Склад-Шым,0,completed
2026-04-14,LUX-10069,Платиновый браслет,Ювелирные изделия,Астана,Ким А.,VIP-клиенты,1,4058438.65,0,4058438.65,921136.71,3137301.93,VIP-777,Brand_Юве,Склад-Аст,0,completed
2025-10-28,LUX-10070,Сумка Birkin,Брендовые вещи,Астана,Омаров Т.,Бутик,1,571610.54,0,571610.54,162296.07,409314.48,VIP-78,Brand_Бре,Склад-Аст,0,completed
2026-02-10,LUX-10071,Шелковый платок,Брендовые вещи,Атырау,Ахметова Д.,Бутик,1,1919181.06,10,1727262.96,535253.39,1192009.56,VIP-757,Brand_Бре,Склад-Аты,0,completed
2025-12-05,LUX-10072,Tom Ford Oud Wood,Парфюмерия,Атырау,Омаров Т.,Бутик,3,94744.18,0,284232.54,67822.45,216410.09,VIP-654,Brand_Пар,Склад-Аты,0,completed
2025-08-20,LUX-10073,Часы Rolex,Аксессуары,Алматы,Омаров Т.,VIP-клиенты,1,1497256.9,0,1497256.9,366409.68,1130847.21,VIP-303,Brand_Акс,Склад-Алм,0,completed
2025-11-08,LUX-10074,Колье из жемчуга,Ювелирные изделия,Шымкент,Ахметова Д.,Бутик,1,4539933.22,0,4539933.22,1786182.01,2753751.21,VIP-617,Brand_Юве,Склад-Шым,0,completed
2025-08-19,LUX-10075,Jo Malone Wood Sage,Парфюмерия,Шымкент,Сатпаева А.,VIP-клиенты,1,221173.94,0,221173.94,51320.86,169853.08,VIP-382,Brand_Пар,Склад-Шым,0,completed
2025-08-07,LUX-10076,Tom Ford Oud Wood,Парфюмерия,Шымкент,Ким А.,Бутик,1,151985.18,5,144385.92,43657.65,100728.28,VIP-452,Brand_Пар,Склад-Шым,0,completed
2025-07-20,LUX-10077,Платиновый браслет,Ювелирные изделия,Алматы,Омаров Т.,Онлайн-магазин,1,3583458.49,0,3583458.49,1122070.29,2461388.2,VIP-218,Brand_Юве,Склад-Алм,0,completed
2026-03-05,LUX-10078,Часы Rolex,Аксессуары,Алматы,Ахметова Д.,Бутик,2,792475.84,0,1584951.69,419925.17,1165026.51,VIP-292,Brand_Акс,Склад-Алм,0,completed
2026-05-16,LUX-10079,Кольцо с бриллиантом,Ювелирные изделия,Алматы,Ким А.,VIP-клиенты,2,1421573.1,0,2843146.2,1001681.5,1841464.7,VIP-76,Brand_Юве,Склад-Алм,0,completed
2025-11-08,LUX-10080,Кольцо с бриллиантом,Ювелирные изделия,Шымкент,Ахметова Д.,Бутик,1,951648.71,0,951648.71,327052.84,624595.87,VIP-194,Brand_Юве,Склад-Шым,0,completed
2025-08-24,LUX-10081,Сумка Birkin,Брендовые вещи,Актау,Ким А.,Бутик,1,520948.1,0,520948.1,205581.8,315366.3,VIP-845,Brand_Бре,Склад-Акт,0,completed
2026-07-03,LUX-10082,Пиджак кроя Slim,Брендовые вещи,Шымкент,Омаров Т.,Онлайн-магазин,1,1681488.03,0,1681488.03,566953.53,1114534.5,VIP-407,Brand_Бре,Склад-Шым,0,completed
2025-07-21,LUX-10083,Tom Ford Oud Wood,Парфюмерия,Астана,Ахметова Д.,Бутик,1,198071.14,0,198071.14,54868.97,143202.17,VIP-704,Brand_Пар,Склад-Аст,0,completed
2026-06-24,LUX-10084,Baccarat Rouge 540,Парфюмерия,Атырау,Ким А.,Бутик,1,144398.19,10,129958.37,43926.15,86032.22,VIP-362,Brand_Пар,Склад-Аты,0,completed
2026-06-01,LUX-10085,Часы Rolex,Аксессуары,Атырау,Ким А.,Бутик,3,385088.97,0,1155266.91,298928.84,856338.07,VIP-241,Brand_Акс,Склад-Аты,0,completed
2026-01-09,LUX-10086,Туфли на шпильке,Брендовые вещи,Актау,Ким А.,Бутик,2,1208581.8,0,2417163.6,805750.51,1611413.09,VIP-946,Brand_Бре,Склад-Акт,0,completed
2026-04-24,LUX-10087,Очки Ray-Ban,Аксессуары,Шымкент,Омаров Т.,Бутик,1,772840.45,0,772840.45,308812.03,464028.41,VIP-735,Brand_Акс,Склад-Шым,0,completed
2025-09-23,LUX-10088,Серьги с изумрудом,Ювелирные изделия,Атырау,Сатпаева А.,Бутик,1,2780180.01,0,2780180.01,823273.33,1956906.67,VIP-978,Brand_Юве,Склад-Аты,0,completed
2026-04-12,LUX-10089,Кольцо с бриллиантом,Ювелирные изделия,Алматы,Омаров Т.,Бутик,1,3218599.41,0,3218599.41,981660.88,2236938.53,VIP-701,Brand_Юве,Склад-Алм,0,completed
2026-06-18,LUX-10090,Запонки золотые,Аксессуары,Астана,Сатпаева А.,Онлайн-магазин,1,269662.43,0,269662.43,66897.25,202765.18,VIP-861,Brand_Акс,Склад-Аст,0,completed
2025-11-17,LUX-10091,Jo Malone Wood Sage,Парфюмерия,Шымкент,Сатпаева А.,VIP-клиенты,3,253589.19,0,760767.56,173138.55,587629.01,VIP-582,Brand_Пар,Склад-Шым,0,completed
2026-01-03,LUX-10092,Часы Rolex,Аксессуары,Атырау,Ахметова Д.,VIP-клиенты,1,814543.19,0,814543.19,251238.19,563305.0,VIP-995,Brand_Акс,Склад-Аты,0,completed
2026-02-28,LUX-10093,Серьги с изумрудом,Ювелирные изделия,Астана,Ким А.,VIP-клиенты,1,1944940.65,10,1750446.58,602946.75,1147499.83,VIP-977,Brand_Юве,Склад-Аст,0,completed
2026-02-20,LUX-10094,Tom Ford Oud Wood,Парфюмерия,Шымкент,Сатпаева А.,VIP-клиенты,3,222595.67,0,667787.0,183293.01,484493.99,VIP-806,Brand_Пар,Склад-Шым,0,completed
2026-02-05,LUX-10095,Часы Rolex,Аксессуары,Атырау,Ахметова Д.,VIP-клиенты,1,798734.48,0,798734.48,218463.59,580270.89,VIP-980,Brand_Акс,Склад-Аты,0,completed
2026-02-21,LUX-10096,Сумка Birkin,Брендовые вещи,Актау,Омаров Т.,VIP-клиенты,1,1591935.25,0,1591935.25,333948.92,1257986.33,VIP-776,Brand_Бре,Склад-Акт,0,completed
2025-11-30,LUX-10097,Сумка Birkin,Брендовые вещи,Астана,Сатпаева А.,Бутик,1,539542.36,0,539542.36,185548.17,353994.19,VIP-77,Brand_Бре,Склад-Аст,0,completed
2026-01-02,LUX-10098,Серьги с изумрудом,Ювелирные изделия,Атырау,Сатпаева А.,VIP-клиенты,1,3122942.83,0,3122942.83,668820.98,2454121.84,VIP-955,Brand_Юве,Склад-Аты,0,completed
2026-01-09,LUX-10099,Платье Haute Couture,Брендовые вещи,Алматы,Сатпаева А.,Бутик,1,1322376.65,0,1322376.65,411146.16,911230.49,VIP-479,Brand_Бре,Склад-Алм,0,completed
2026-05-14,LUX-10100,Кожаный ремень,Аксессуары,Алматы,Ахметова Д.,Онлайн-магазин,1,1027125.82,0,1027125.82,311325.47,715800.34,VIP-372,Brand_Акс,Склад-Алм,0,completed
2025-08-18,LUX-10101,Кожаный ремень,Аксессуары,Шымкент,Ахметова Д.,Бутик,3,1096144.28,0,3288432.84,919629.24,2368803.6,VIP-300,Brand_Акс,Склад-Шым,0,completed
2026-01-03,LUX-10102,Кожаный ремень,Аксессуары,Актау,Ким А.,VIP-клиенты,1,303593.31,5,288413.64,82487.65,205925.99,VIP-977,Brand_Акс,Склад-Акт,0,completed
2025-12-21,LUX-10103,Платье Haute Couture,Брендовые вещи,Шымкент,Сатпаева А.,VIP-клиенты,1,1463312.16,0,1463312.16,521239.44,942072.73,VIP-475,Brand_Бре,Склад-Шым,0,completed
2026-01-23,LUX-10104,Очки Ray-Ban,Аксессуары,Шымкент,Ким А.,Бутик,1,179550.44,0,179550.44,55551.05,123999.38,VIP-595,Brand_Акс,Склад-Шым,0,completed
2026-04-27,LUX-10105,Часы Rolex,Аксессуары,Атырау,Ким А.,Бутик,1,652479.34,0,652479.34,193619.94,458859.4,VIP-517,Brand_Акс,Склад-Аты,0,completed
2025-11-29,LUX-10106,Колье из жемчуга,Ювелирные изделия,Шымкент,Ахметова Д.,Бутик,1,3523418.48,0,3523418.48,1211370.36,2312048.13,VIP-817,Brand_Юве,Склад-Шым,0,completed
2025-12-31,LUX-10107,Пиджак кроя Slim,Брендовые вещи,Алматы,Ахметова Д.,Онлайн-магазин,2,913973.94,0,1827947.88,386031.52,1441916.36,VIP-187,Brand_Бре,Склад-Алм,0,completed
2026-06-27,LUX-10108,Платиновый браслет,Ювелирные изделия,Актау,Сатпаева А.,VIP-клиенты,1,3317677.0,0,3317677.0,789149.32,2528527.68,VIP-817,Brand_Юве,Склад-Акт,0,cancelled
2025-11-14,LUX-10109,Серьги с изумрудом,Ювелирные изделия,Атырау,Омаров Т.,Бутик,2,2290536.53,0,4581073.07,1698673.95,2882399.11,VIP-777,Brand_Юве,Склад-Аты,0,completed
2026-01-07,LUX-10110,Платиновый браслет,Ювелирные изделия,Актау,Ахметова Д.,VIP-клиенты,1,3720157.69,0,3720157.69,1092847.9,2627309.79,VIP-107,Brand_Юве,Склад-Акт,0,completed
2026-03-04,LUX-10111,Baccarat Rouge 540,Парфюмерия,Шымкент,Сатпаева А.,Бутик,1,93866.93,0,93866.93,24919.92,68947.01,VIP-302,Brand_Пар,Склад-Шым,0,completed
2026-02-08,LUX-10112,Сумка Birkin,Брендовые вещи,Астана,Омаров Т.,VIP-клиенты,1,1332486.31,0,1332486.31,399603.64,932882.67,VIP-913,Brand_Бре,Склад-Аст,0,completed
2026-02-15,LUX-10113,Tom Ford Oud Wood,Парфюмерия,Астана,Омаров Т.,VIP-клиенты,1,135071.29,5,128317.73,41977.17,86340.56,VIP-379,Brand_Пар,Склад-Аст,0,completed
2026-05-06,LUX-10114,Tom Ford Oud Wood,Парфюмерия,Актау,Омаров Т.,VIP-клиенты,1,225761.54,0,225761.54,49799.61,175961.94,VIP-658,Brand_Пар,Склад-Акт,0,completed
2025-11-08,LUX-10115,Шелковый платок,Брендовые вещи,Алматы,Сатпаева А.,Бутик,1,1385823.53,0,1385823.53,299100.83,1086722.7,VIP-446,Brand_Бре,Склад-Алм,0,completed
2026-07-01,LUX-10116,Золотая цепь,Ювелирные изделия,Актау,Сатпаева А.,Бутик,1,2924360.37,0,2924360.37,1140271.03,1784089.35,VIP-621,Brand_Юве,Склад-Акт,0,completed
2026-07-03,LUX-10117,Часы Rolex,Аксессуары,Шымкент,Сатпаева А.,Онлайн-магазин,1,933412.95,0,933412.95,280833.55,652579.41,VIP-384,Brand_Акс,Склад-Шым,0,cancelled
2026-02-22,LUX-10118,Tom Ford Oud Wood,Парфюмерия,Алматы,Сатпаева А.,Бутик,1,160996.92,0,160996.92,51957.82,109039.1,VIP-205,Brand_Пар,Склад-Алм,0,completed
2025-11-26,LUX-10119,Jo Malone Wood Sage,Парфюмерия,Алматы,Омаров Т.,VIP-клиенты,3,190686.2,0,572058.61,193555.29,378503.32,VIP-187,Brand_Пар,Склад-Алм,0,completed
2026-07-02,LUX-10120,Пиджак кроя Slim,Брендовые вещи,Атырау,Ким А.,Бутик,1,602259.98,0,602259.98,142886.43,459373.55,VIP-467,Brand_Бре,Склад-Аты,0,completed
2025-12-04,LUX-10121,Платиновый браслет,Ювелирные изделия,Атырау,Сатпаева А.,Онлайн-магазин,3,360017.58,15,918044.83,262668.23,655376.6,VIP-142,Brand_Юве,Склад-Аты,0,completed
2025-10-13,LUX-10122,Сумка Birkin,Брендовые вещи,Алматы,Ким А.,Бутик,1,1559077.88,0,1559077.88,483053.59,1076024.28,VIP-538,Brand_Бре,Склад-Алм,0,completed
2026-06-21,LUX-10123,Серьги с изумрудом,Ювелирные изделия,Астана,Сатпаева А.,Бутик,1,2214194.36,0,2214194.36,737884.76,1476309.61,VIP-313,Brand_Юве,Склад-Аст,0,completed
2025-10-14,LUX-10124,Очки Ray-Ban,Аксессуары,Атырау,Сатпаева А.,Бутик,1,178200.68,0,178200.68,70411.93,107788.75,VIP-555,Brand_Акс,Склад-Аты,0,completed
2025-11-13,LUX-10125,Jo Malone Wood Sage,Парфюмерия,Алматы,Омаров Т.,Онлайн-магазин,1,232513.9,0,232513.9,59711.64,172802.26,VIP-387,Brand_Пар,Склад-Алм,0,completed
2025-08-25,LUX-10126,Часы Rolex,Аксессуары,Астана,Ким А.,Бутик,1,841714.65,0,841714.65,217134.02,624580.63,VIP-680,Brand_Акс,Склад-Аст,0,completed
2025-10-29,LUX-10127,Туфли на шпильке,Брендовые вещи,Астана,Сатпаева А.,Бутик,1,1661092.2,0,1661092.2,475543.41,1185548.79,VIP-412,Brand_Бре,Склад-Аст,0,cancelled
2026-02-25,LUX-10128,Платье Haute Couture,Брендовые вещи,Атырау,Ким А.,Бутик,1,708721.02,0,708721.02,146490.85,562230.17,VIP-894,Brand_Бре,Склад-Аты,0,completed
2025-09-20,LUX-10129,Туфли на шпильке,Брендовые вещи,Актау,Сатпаева А.,Бутик,1,1166756.25,5,1108418.43,336730.45,771687.98,VIP-745,Brand_Бре,Склад-Акт,0,completed
2025-12-06,LUX-10130,Очки Ray-Ban,Аксессуары,Атырау,Ахметова Д.,VIP-клиенты,1,520873.73,0,520873.73,120616.6,400257.13,VIP-779,Brand_Акс,Склад-Аты,0,completed
2026-06-12,LUX-10131,Клатч вечерний,Аксессуары,Алматы,Ахметова Д.,Бутик,1,1002998.88,0,1002998.88,348520.58,654478.29,VIP-496,Brand_Акс,Склад-Алм,0,completed
